symptom,pref_label,meddra_code,soc
Pre-eclampsia,Pre-eclampsia,10036485,"Pregnancy, puerperium and perinatal conditions"
Serum ferritin increased,Serum ferritin increased,10040250,Investigations
White blood cell count,White blood cell count,10047939,Investigations
Phantosmia,Phantosmia,10067906,Nervous system disorders
Impaired gastric emptying,Impaired gastric emptying,10021518,Gastrointestinal disorders
Hyponatraemia,Hyponatraemia,10021036,Metabolism and nutrition disorders
Swelling of nose,Swelling of nose,10091469,"Respiratory, thoracic and mediastinal disorders"
Swollen tongue,Swollen tongue,10042727,Immune system disorders
Liquid product physical issue,Liquid product physical issue,10069224,Product issues
Muscle twitching,Muscle twitching,10028347,Musculoskeletal and connective tissue disorders
CSF protein normal,CSF protein normal,10011576,Investigations
Periorbital swelling,Periorbital swelling,10056647,Immune system disorders
Magnetic resonance imaging normal,Magnetic resonance imaging normal,10078225,Investigations
Microvascular coronary artery disease,Microvascular coronary artery disease,10072685,Cardiac disorders
Monkeypox,Monkeypox,10069538,Infections and infestations
Circumstance or information capable of leading to medication error,Circumstance or information capable of leading to medication error,10064385,"Injury, poisoning and procedural complications"
Bone pain,Bone pain,10006002,Musculoskeletal and connective tissue disorders
Biopsy bone marrow abnormal,Biopsy bone marrow abnormal,10004738,Investigations
Foetal exposure during pregnancy,Foetal exposure during pregnancy,10071404,"Injury, poisoning and procedural complications"
Light chain analysis normal,Light chain analysis normal,10060866,Investigations
Interspinous osteoarthritis,Interspinous osteoarthritis,10078014,Musculoskeletal and connective tissue disorders
Muscle spasms,Muscle spasms,10028334,Musculoskeletal and connective tissue disorders
Multiple drug hypersensitivity,Multiple drug hypersensitivity,10089091,Skin and subcutaneous tissue disorders
Blood sodium decreased,Blood sodium decreased,10005802,Investigations
Ocular hyperaemia,Ocular hyperaemia,10030041,Eye disorders
Eye pruritus,Eye pruritus,10052140,Eye disorders
Colitis ulcerative,Colitis ulcerative,10009900,Immune system disorders
Procalcitonin,Procalcitonin,10064051,Investigations
Blood testosterone normal,Blood testosterone normal,10005816,Investigations
Vertigo,Vertigo,10047340,Nervous system disorders
Polymerase chain reaction,Polymerase chain reaction,10050967,Investigations
Atrophy of globe,Atrophy of globe,10065684,Eye disorders
Non-Hodgkin's lymphoma,Non-Hodgkin's lymphoma,10029547,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Echocardiogram,Echocardiogram,10014113,Investigations
Dysphagia,Dysphagia,10013950,Gastrointestinal disorders
Smoke sensitivity,Smoke sensitivity,10069201,Immune system disorders
Pain assessment,Pain assessment,10050533,Investigations
Lymphadenectomy,Lymphadenectomy,10048956,Surgical and medical procedures
Bed sharing,Bed sharing,10069595,Social circumstances
Facet joint syndrome,Facet joint syndrome,10054813,Nervous system disorders
Skin odour abnormal,Skin odour abnormal,10040904,Skin and subcutaneous tissue disorders
Metastases to bone,Metastases to bone,10027452,Musculoskeletal and connective tissue disorders
Thirst,Thirst,10043458,General disorders and administration site conditions
Musculoskeletal pain,Musculoskeletal pain,10028391,Musculoskeletal and connective tissue disorders
Cataplexy,Cataplexy,10007737,Musculoskeletal and connective tissue disorders
Chest discomfort,Chest discomfort,10008469,Cardiac disorders
Echocardiogram abnormal,Echocardiogram abnormal,10061593,Investigations
Anger,Anger,10002368,Psychiatric disorders
Implantable defibrillator insertion,Implantable defibrillator insertion,10049442,Surgical and medical procedures
Fasciitis,Fasciitis,10016228,Musculoskeletal and connective tissue disorders
Cardiac discomfort,Cardiac discomfort,10054211,Cardiac disorders
Eosinophilia,Eosinophilia,10014950,Blood and lymphatic system disorders
Influenza like illness,Influenza like illness,10022004,General disorders and administration site conditions
Behaviour disorder,Behaviour disorder,10004207,Psychiatric disorders
CSF lymphocyte count abnormal,CSF lymphocyte count abnormal,10011548,Investigations
Biopsy vagina abnormal,Biopsy vagina abnormal,10004901,Investigations
Computerised tomogram abnormal,Computerised tomogram abnormal,10010235,Investigations
Vaccination site erythema,Vaccination site erythema,10059079,Skin and subcutaneous tissue disorders
Respiratory distress,Respiratory distress,10038687,"Respiratory, thoracic and mediastinal disorders"
Lipoma,Lipoma,10024612,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Dacryostenosis acquired,Dacryostenosis acquired,10053990,Eye disorders
Deafness unilateral,Deafness unilateral,10048812,Ear and labyrinth disorders
Joint dislocation,Joint dislocation,10023204,Musculoskeletal and connective tissue disorders
Respiratory gas exchange disorder,Respiratory gas exchange disorder,10062105,"Respiratory, thoracic and mediastinal disorders"
Periarthritis,Periarthritis,10034464,Musculoskeletal and connective tissue disorders
Vocal cord disorder,Vocal cord disorder,10061581,"Respiratory, thoracic and mediastinal disorders"
Vaccination site induration,Vaccination site induration,10065117,"Injury, poisoning and procedural complications"
Ear infection,Ear infection,10014011,Ear and labyrinth disorders
Blood immunoglobulin A,Blood immunoglobulin A,10005583,Investigations
Antibody test negative,Antibody test negative,10061426,Investigations
Injection site atrophy,Injection site atrophy,10022048,"Injury, poisoning and procedural complications"
Anti-thyroid antibody,Anti-thyroid antibody,10060325,Investigations
Lumbar spinal stenosis,Lumbar spinal stenosis,10025005,Nervous system disorders
Allergic fungal rhinosinusitis,Allergic fungal rhinosinusitis,10084709,"Respiratory, thoracic and mediastinal disorders"
Small fibre neuropathy,Small fibre neuropathy,10073928,Nervous system disorders
Mumps antibody test negative,Mumps antibody test negative,10059645,Investigations
Vascular device infection,Vascular device infection,10080714,Infections and infestations
Musculoskeletal chest pain,Musculoskeletal chest pain,10050819,Musculoskeletal and connective tissue disorders
Off label use,Off label use,10053762,"Injury, poisoning and procedural complications"
Wrong technique in product usage process,Wrong technique in product usage process,10076573,"Injury, poisoning and procedural complications"
Syringe issue,Syringe issue,10069218,Product issues
Eye laser surgery,Eye laser surgery,10057105,Surgical and medical procedures
Dyspnoea,Dyspnoea,10013968,Cardiac disorders
Laparoscopic surgery,Laparoscopic surgery,10058468,Surgical and medical procedures
Herpes zoster,Herpes zoster,10019974,Nervous system disorders
Generalised anxiety disorder,Generalised anxiety disorder,10018075,Psychiatric disorders
Swelling of eyelid,Swelling of eyelid,10042690,Immune system disorders
Gastrointestinal infection,Gastrointestinal infection,10017964,Infections and infestations
Computerised tomogram heart,Computerised tomogram heart,10088901,Investigations
Biopsy breast,Biopsy breast,10004744,Investigations
Hypoglycaemia,Hypoglycaemia,10020993,Metabolism and nutrition disorders
Electronystagmogram,Electronystagmogram,10014449,Investigations
Psychiatric symptom,Psychiatric symptom,10061472,Psychiatric disorders
Eating disorder,Eating disorder,10014062,Psychiatric disorders
Action tremor,Action tremor,10072413,Nervous system disorders
Anti-ganglioside antibody positive,Anti-ganglioside antibody positive,10072516,Investigations
Coagulation factor VIII level,Coagulation factor VIII level,10009766,Investigations
Hypotension,Hypotension,10021097,Vascular disorders
Rash vesicular,Rash vesicular,10037898,Skin and subcutaneous tissue disorders
Acute psychosis,Acute psychosis,10001022,Psychiatric disorders
Thunderclap headache,Thunderclap headache,10075481,Nervous system disorders
Body mass index,Body mass index,10005894,Investigations
Blood creatine phosphokinase increased,Blood creatine phosphokinase increased,10005470,Investigations
Lymphadenopathy mediastinal,Lymphadenopathy mediastinal,10025205,Blood and lymphatic system disorders
Cholangitis,Cholangitis,10008604,Hepatobiliary disorders
Tendon injury,Tendon injury,10043242,Musculoskeletal and connective tissue disorders
Consciousness fluctuating,Consciousness fluctuating,10050093,Nervous system disorders
Thyroid mass,Thyroid mass,10058900,Endocrine disorders
Blood pressure immeasurable,Blood pressure immeasurable,10005748,Investigations
Halo vision,Halo vision,10019099,Eye disorders
Neurological examination,Neurological examination,10050318,Investigations
Acoustic stimulation tests abnormal,Acoustic stimulation tests abnormal,10000526,Investigations
Neuropathy peripheral,Neuropathy peripheral,10029331,Nervous system disorders
Mean platelet volume increased,Mean platelet volume increased,10055052,Investigations
Angiogram cerebral,Angiogram cerebral,10052905,Investigations
Fear,Fear,10016275,Psychiatric disorders
Injection site papule,Injection site papule,10066044,Skin and subcutaneous tissue disorders
Facial pain,Facial pain,10016059,General disorders and administration site conditions
Device leakage,Device leakage,10012587,Product issues
Foetal distress syndrome,Foetal distress syndrome,10016855,"Pregnancy, puerperium and perinatal conditions"
Ear tube insertion,Ear tube insertion,10057900,Surgical and medical procedures
Aphasia,Aphasia,10002948,Nervous system disorders
Acute coronary syndrome,Acute coronary syndrome,10051592,Cardiac disorders
Basophil count,Basophil count,10049695,Investigations
Diplopia,Diplopia,10013036,Eye disorders
Ageusia,Ageusia,10001480,Gastrointestinal disorders
Injection site dryness,Injection site dryness,10067252,Skin and subcutaneous tissue disorders
Granulocyte count,Granulocyte count,10018678,Investigations
Educational problem,Educational problem,10014270,Social circumstances
Device breakage,Device breakage,10012575,Product issues
Complex regional pain syndrome,Complex regional pain syndrome,10064332,Nervous system disorders
Atrial flutter,Atrial flutter,10003662,Cardiac disorders
Purtscher retinopathy,Purtscher retinopathy,10075189,Vascular disorders
Injection site hypoaesthesia,Injection site hypoaesthesia,10074586,Nervous system disorders
Product container issue,Product container issue,10069293,Product issues
Intussusception,Intussusception,10022863,Gastrointestinal disorders
Hepatic enzyme,Hepatic enzyme,10060793,Investigations
Prothrombin time,Prothrombin time,10037056,Investigations
Nasal polyps,Nasal polyps,10028756,"Respiratory, thoracic and mediastinal disorders"
Diarrhoea,Diarrhoea,10012735,Gastrointestinal disorders
Foot deformity,Foot deformity,10061159,Musculoskeletal and connective tissue disorders
Large intestine polyp,Large intestine polyp,10051589,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Chest X-ray,Chest X-ray,10008498,Investigations
Meralgia paraesthetica,Meralgia paraesthetica,10027385,Nervous system disorders
Oral herpes zoster,Oral herpes zoster,10086594,Infections and infestations
SARS-CoV-2 antibody test,SARS-CoV-2 antibody test,10084501,Investigations
Tilt table test,Tilt table test,10052700,Investigations
Device use issue,Device use issue,10077812,"Injury, poisoning and procedural complications"
Lymphocyte percentage,Lymphocyte percentage,10059905,Investigations
Interchange of vaccine products,Interchange of vaccine products,10070574,Surgical and medical procedures
Biopsy liver,Biopsy liver,10004791,Investigations
Nuchal rigidity,Nuchal rigidity,10058483,Nervous system disorders
Coccidioidomycosis,Coccidioidomycosis,10009825,"Respiratory, thoracic and mediastinal disorders"
Blood lactate dehydrogenase,Blood lactate dehydrogenase,10005626,Investigations
Blister,Blister,10005191,"Injury, poisoning and procedural complications"
Blood calcium,Blood calcium,10005392,Investigations
Chromaturia,Chromaturia,10008796,Renal and urinary disorders
Photopsia,Photopsia,10034962,Eye disorders
Sudden hearing loss,Sudden hearing loss,10061373,Ear and labyrinth disorders
Mechanical ventilation,Mechanical ventilation,10067221,Surgical and medical procedures
Increased appetite,Increased appetite,10021654,General disorders and administration site conditions
Blood thyroid stimulating hormone decreased,Blood thyroid stimulating hormone decreased,10005832,Investigations
Herpes zoster oticus,Herpes zoster oticus,10063491,Nervous system disorders
Culture negative,Culture negative,10061448,Investigations
HIV test,HIV test,10020185,Investigations
Transient aphasia,Transient aphasia,10080106,Psychiatric disorders
Blood test normal,Blood test normal,10050540,Investigations
Anhidrosis,Anhidrosis,10002512,Skin and subcutaneous tissue disorders
Pneumothorax,Pneumothorax,10035759,"Respiratory, thoracic and mediastinal disorders"
Brain compression,Brain compression,10006112,Nervous system disorders
Bone marrow oedema,Bone marrow oedema,10051763,Blood and lymphatic system disorders
Device defective,Device defective,10074425,Product issues
Axillary pain,Axillary pain,10048750,General disorders and administration site conditions
Pneumonitis,Pneumonitis,10035742,"Respiratory, thoracic and mediastinal disorders"
Orthostatic hypotension,Orthostatic hypotension,10031127,Nervous system disorders
Pericardial drainage,Pericardial drainage,10034471,Surgical and medical procedures
Lumbar puncture abnormal,Lumbar puncture abnormal,10025000,Investigations
Cerebral haemorrhage,Cerebral haemorrhage,10008111,Vascular disorders
Respiration abnormal,Respiration abnormal,10038647,"Respiratory, thoracic and mediastinal disorders"
Injection site irritation,Injection site irritation,10022079,"Injury, poisoning and procedural complications"
Bronchitis,Bronchitis,10006451,"Respiratory, thoracic and mediastinal disorders"
Parkinson's disease,Parkinson's disease,10061536,Nervous system disorders
Radial nerve injury,Radial nerve injury,10037749,Nervous system disorders
Renal failure,Renal failure,10038435,Renal and urinary disorders
Reflex test abnormal,Reflex test abnormal,10068273,Investigations
Ultrasound testes,Ultrasound testes,10058847,Investigations
Wrong patient received product,Wrong patient received product,10081577,"Injury, poisoning and procedural complications"
Parkinsonism,Parkinsonism,10034010,Nervous system disorders
Formication,Formication,10017062,Nervous system disorders
Maternal exposure timing unspecified,Maternal exposure timing unspecified,10071415,"Injury, poisoning and procedural complications"
Pulmonary function test,Pulmonary function test,10059914,Investigations
Hepatic cirrhosis,Hepatic cirrhosis,10019641,Hepatobiliary disorders
Acute respiratory failure,Acute respiratory failure,10001053,"Respiratory, thoracic and mediastinal disorders"
Menstrual disorder,Menstrual disorder,10027327,Reproductive system and breast disorders
Blood glucose fluctuation,Blood glucose fluctuation,10049803,Investigations
Cardio-respiratory arrest,Cardio-respiratory arrest,10007617,"Respiratory, thoracic and mediastinal disorders"
Injection site discharge,Injection site discharge,10065600,"Injury, poisoning and procedural complications"
Urinary occult blood,Urinary occult blood,10084960,Investigations
Injection site pruritus,Injection site pruritus,10022093,Skin and subcutaneous tissue disorders
Faciobrachial dystonic seizure,Faciobrachial dystonic seizure,10084187,Nervous system disorders
Protein total,Protein total,10050537,Investigations
Vagus nerve disorder,Vagus nerve disorder,10061403,Nervous system disorders
CD4/CD8 ratio decreased,CD4/CD8 ratio decreased,10007843,Investigations
Mumps,Mumps,10028257,Infections and infestations
Aplasia pure red cell,Aplasia pure red cell,10002965,Immune system disorders
Lyme disease,Lyme disease,10025169,Infections and infestations
Spinal meningeal cyst,Spinal meningeal cyst,10067375,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Injection site discomfort,Injection site discomfort,10054266,"Injury, poisoning and procedural complications"
Cystoscopy,Cystoscopy,10011814,Investigations
Blood potassium,Blood potassium,10005721,Investigations
Impaired quality of life,Impaired quality of life,10076936,Social circumstances
Autoimmune thyroiditis,Autoimmune thyroiditis,10049046,Endocrine disorders
Leukaemia,Leukaemia,10024288,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Pancreatic failure,Pancreatic failure,10079281,Gastrointestinal disorders
Blood alkaline phosphatase,Blood alkaline phosphatase,10005298,Investigations
In vitro fertilisation,In vitro fertilisation,10056204,Surgical and medical procedures
CSF oligoclonal band present,CSF oligoclonal band present,10011562,Investigations
Carbohydrate antigen 15-3,Carbohydrate antigen 15-3,10049249,Investigations
Red blood cell sedimentation rate increased,Red blood cell sedimentation rate increased,10049187,Investigations
Anti-thyroid antibody positive,Anti-thyroid antibody positive,10060310,Investigations
Dysphemia,Dysphemia,10054964,Nervous system disorders
Stem cell transplant,Stem cell transplant,10063581,Surgical and medical procedures
Increased upper airway secretion,Increased upper airway secretion,10062717,"Respiratory, thoracic and mediastinal disorders"
Vertebral foraminal stenosis,Vertebral foraminal stenosis,10069690,Nervous system disorders
Epstein-Barr virus test,Epstein-Barr virus test,10050681,Investigations
Tendon pain,Tendon pain,10066371,Musculoskeletal and connective tissue disorders
Dilatation atrial,Dilatation atrial,10013002,Cardiac disorders
Back pain,Back pain,10003988,Musculoskeletal and connective tissue disorders
Neurogenic bladder,Neurogenic bladder,10029279,Nervous system disorders
Mobility decreased,Mobility decreased,10048334,General disorders and administration site conditions
Product distribution issue,Product distribution issue,10071148,Product issues
Angiogram cerebral normal,Angiogram cerebral normal,10052907,Investigations
Body temperature increased,Body temperature increased,10005911,Investigations
Lung diffusion test,Lung diffusion test,10083226,Investigations
Body fat disorder,Body fat disorder,10055164,Metabolism and nutrition disorders
Incontinence,Incontinence,10021639,Gastrointestinal disorders
Ventricular tachycardia,Ventricular tachycardia,10047302,Cardiac disorders
Epstein-Barr virus antibody positive,Epstein-Barr virus antibody positive,10052324,Investigations
Hypokalaemia,Hypokalaemia,10021015,Metabolism and nutrition disorders
Dry skin,Dry skin,10013786,Skin and subcutaneous tissue disorders
Tension headache,Tension headache,10043269,Psychiatric disorders
CSF monocyte count increased,CSF monocyte count increased,10053798,Investigations
Lymph node pain,Lymph node pain,10025182,Blood and lymphatic system disorders
Bell's palsy,Bell's palsy,10004223,Nervous system disorders
Blood creatine phosphokinase,Blood creatine phosphokinase,10005467,Investigations
Blood immunoglobulin M decreased,Blood immunoglobulin M decreased,10005600,Investigations
Disease recurrence,Disease recurrence,10061819,General disorders and administration site conditions
Listless,Listless,10024642,Psychiatric disorders
Endoscopy normal,Endoscopy normal,10061840,Investigations
Menstruation delayed,Menstruation delayed,10027336,Endocrine disorders
Nerve conduction studies,Nerve conduction studies,10053318,Investigations
Blood homocysteine,Blood homocysteine,10062994,Investigations
Depression,Depression,10012378,Psychiatric disorders
Drug screen positive,Drug screen positive,10049177,Investigations
Disorientation,Disorientation,10013395,Nervous system disorders
Hunger,Hunger,10020466,General disorders and administration site conditions
Mammogram normal,Mammogram normal,10026737,Investigations
Rhinovirus infection,Rhinovirus infection,10061494,Infections and infestations
Constipation,Constipation,10010774,Gastrointestinal disorders
X-ray abnormal,X-ray abnormal,10048065,Investigations
Body height decreased,Body height decreased,10056812,Investigations
Coronary artery occlusion,Coronary artery occlusion,10011086,Vascular disorders
Coronary angioplasty,Coronary angioplasty,10050329,Surgical and medical procedures
Soft tissue swelling,Soft tissue swelling,10076991,Musculoskeletal and connective tissue disorders
Biopsy bone marrow,Biopsy bone marrow,10004737,Investigations
Male genital tract ultrasound,Male genital tract ultrasound,10090904,Investigations
Injection site pain,Injection site pain,10022086,"Injury, poisoning and procedural complications"
Cardiac flutter,Cardiac flutter,10052840,Cardiac disorders
Neutrophil count increased,Neutrophil count increased,10029368,Investigations
Serology negative,Serology negative,10050410,Investigations
Granuloma annulare,Granuloma annulare,10018692,Skin and subcutaneous tissue disorders
Respiratory syncytial virus test negative,Respiratory syncytial virus test negative,10068564,Investigations
Injection site necrosis,Injection site necrosis,10022082,"Injury, poisoning and procedural complications"
Retching,Retching,10038776,Gastrointestinal disorders
Ear discomfort,Ear discomfort,10052137,Ear and labyrinth disorders
Lipids abnormal,Lipids abnormal,10024588,Investigations
Blood immunoglobulin G,Blood immunoglobulin G,10005593,Investigations
Intensive care,Intensive care,10022519,Surgical and medical procedures
Glycosylated haemoglobin decreased,Glycosylated haemoglobin decreased,10018482,Investigations
Crepitations,Crepitations,10011376,General disorders and administration site conditions
Asthma,Asthma,10003553,"Respiratory, thoracic and mediastinal disorders"
Endotracheal intubation,Endotracheal intubation,10067450,Surgical and medical procedures
Blood pressure fluctuation,Blood pressure fluctuation,10005746,Vascular disorders
Lymphatic disorder,Lymphatic disorder,10052314,Blood and lymphatic system disorders
Flat affect,Flat affect,10016759,Psychiatric disorders
Lung neoplasm malignant,Lung neoplasm malignant,10058467,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Skin neoplasm excision,Skin neoplasm excision,10059443,Surgical and medical procedures
T-lymphocyte count decreased,T-lymphocyte count decreased,10051318,Investigations
Basophil count decreased,Basophil count decreased,10004167,Investigations
Metabolic encephalopathy,Metabolic encephalopathy,10062190,Nervous system disorders
COVID-19,COVID-19,10084268,Infections and infestations
Pain in extremity,Pain in extremity,10033425,Musculoskeletal and connective tissue disorders
Intercepted product administration error,Intercepted product administration error,10081573,"Injury, poisoning and procedural complications"
Toxicity to various agents,Toxicity to various agents,10070863,"Injury, poisoning and procedural complications"
CSF myelin basic protein,CSF myelin basic protein,10059773,Investigations
Interferon gamma level,Interferon gamma level,10060023,Investigations
Cardiac stress test,Cardiac stress test,10061027,Investigations
Cardiac output decreased,Cardiac output decreased,10007595,Investigations
Pancreatitis,Pancreatitis,10033645,Gastrointestinal disorders
Areflexia,Areflexia,10003084,Nervous system disorders
Swelling face,Swelling face,10042682,Immune system disorders
Ocular discomfort,Ocular discomfort,10052143,Eye disorders
Joint injury,Joint injury,10060820,Musculoskeletal and connective tissue disorders
Eosinophil percentage,Eosinophil percentage,10059464,Investigations
Blood urea,Blood urea,10005845,Investigations
Osteonecrosis,Osteonecrosis,10031264,Musculoskeletal and connective tissue disorders
Tonsillar erythema,Tonsillar erythema,10078256,"Respiratory, thoracic and mediastinal disorders"
Vein discolouration,Vein discolouration,10047183,Vascular disorders
Exaggerated startle response,Exaggerated startle response,10066482,Psychiatric disorders
Vitiligo,Vitiligo,10047642,Skin and subcutaneous tissue disorders
Cystitis,Cystitis,10011781,Infections and infestations
Stent placement,Stent placement,10048561,Surgical and medical procedures
Cerebral thrombosis,Cerebral thrombosis,10008132,Vascular disorders
Product packaging confusion,Product packaging confusion,10074776,"Injury, poisoning and procedural complications"
Ehlers-Danlos syndrome,Ehlers-Danlos syndrome,10014316,Musculoskeletal and connective tissue disorders
Wrong product administered,Wrong product administered,10081579,"Injury, poisoning and procedural complications"
Walking aid user,Walking aid user,10050778,Social circumstances
Pulmonary fibrosis,Pulmonary fibrosis,10037383,"Respiratory, thoracic and mediastinal disorders"
Systemic inflammatory response syndrome,Systemic inflammatory response syndrome,10051379,Vascular disorders
SARS-CoV-2 test,SARS-CoV-2 test,10084354,Investigations
Urticaria,Urticaria,10046735,Skin and subcutaneous tissue disorders
Central nervous system lesion,Central nervous system lesion,10051290,Nervous system disorders
Blood phosphorus normal,Blood phosphorus normal,10054887,Investigations
Thyroiditis subacute,Thyroiditis subacute,10043784,Endocrine disorders
Cyst drainage,Cyst drainage,10011737,Surgical and medical procedures
Urine analysis,Urine analysis,10046614,Investigations
Mass,Mass,10026865,General disorders and administration site conditions
Strabismus,Strabismus,10042159,Eye disorders
Thyroid function test,Thyroid function test,10043729,Investigations
Mitral valve prolapse,Mitral valve prolapse,10027730,Cardiac disorders
Alanine aminotransferase increased,Alanine aminotransferase increased,10001551,Investigations
Nail growth abnormal,Nail growth abnormal,10064764,Skin and subcutaneous tissue disorders
Visual field defect,Visual field defect,10047555,Eye disorders
Haemoglobin decreased,Haemoglobin decreased,10018884,Investigations
Antibody test abnormal,Antibody test abnormal,10061425,Investigations
Back injury,Back injury,10003986,"Injury, poisoning and procedural complications"
Product origin unknown,Product origin unknown,10071242,Product issues
Sensory loss,Sensory loss,10040030,Nervous system disorders
Influenza virus test negative,Influenza virus test negative,10070718,Investigations
Idiopathic environmental intolerance,Idiopathic environmental intolerance,10086717,Immune system disorders
Laboratory test normal,Laboratory test normal,10054052,Investigations
Paranasal sinus discomfort,Paranasal sinus discomfort,10052438,"Respiratory, thoracic and mediastinal disorders"
Myelodysplastic syndrome,Myelodysplastic syndrome,10028533,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Language disorder,Language disorder,10074869,Nervous system disorders
Nodule,Nodule,10054107,General disorders and administration site conditions
Physical deconditioning,Physical deconditioning,10051588,General disorders and administration site conditions
Natural killer cell count decreased,Natural killer cell count decreased,10068497,Investigations
Feeding intolerance,Feeding intolerance,10076042,"Pregnancy, puerperium and perinatal conditions"
Blood creatinine decreased,Blood creatinine decreased,10005482,Investigations
Mean cell haemoglobin,Mean cell haemoglobin,10026989,Investigations
Magnetic resonance imaging thoracic normal,Magnetic resonance imaging thoracic normal,10083141,Investigations
Astigmatism,Astigmatism,10003569,Eye disorders
Stress cardiomyopathy,Stress cardiomyopathy,10066286,Cardiac disorders
Sepsis,Sepsis,10040047,Infections and infestations
Moaning,Moaning,10027783,Psychiatric disorders
Ligament pain,Ligament pain,10068790,Musculoskeletal and connective tissue disorders
Mouth swelling,Mouth swelling,10075203,Immune system disorders
Muscle injury,Muscle injury,10028314,Musculoskeletal and connective tissue disorders
Panic attack,Panic attack,10033664,Psychiatric disorders
Cholangiogram abnormal,Cholangiogram abnormal,10008599,Investigations
Brain operation,Brain operation,10061732,Surgical and medical procedures
Allergy to plants,Allergy to plants,10054928,Immune system disorders
Cardiac monitoring,Cardiac monitoring,10053438,Investigations
Injection site vesicles,Injection site vesicles,10022111,Skin and subcutaneous tissue disorders
Central sleep apnoea syndrome,Central sleep apnoea syndrome,10007975,"Respiratory, thoracic and mediastinal disorders"
Cardiac failure,Cardiac failure,10007554,Cardiac disorders
Aura,Aura,10003791,Nervous system disorders
Genital rash,Genital rash,10018175,Reproductive system and breast disorders
Blood thyroid stimulating hormone normal,Blood thyroid stimulating hormone normal,10005834,Investigations
Cartilage atrophy,Cartilage atrophy,10067632,Musculoskeletal and connective tissue disorders
Anti-thyroid antibody negative,Anti-thyroid antibody negative,10060311,Investigations
Serum ferritin decreased,Serum ferritin decreased,10040249,Investigations
Hepatic haematoma,Hepatic haematoma,10019676,Hepatobiliary disorders
Transaminases increased,Transaminases increased,10054889,Investigations
Visual impairment,Visual impairment,10047571,Eye disorders
Capsule endoscopy,Capsule endoscopy,10071360,Investigations
B-cell lymphoma,B-cell lymphoma,10003899,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Eyelid skin dryness,Eyelid skin dryness,10071717,Skin and subcutaneous tissue disorders
Neonatal dyspnoea,Neonatal dyspnoea,10084238,"Pregnancy, puerperium and perinatal conditions"
Monoplegia,Monoplegia,10027926,Nervous system disorders
Needle issue,Needle issue,10069217,Product issues
Generalised oedema,Generalised oedema,10018092,General disorders and administration site conditions
Radiculitis brachial,Radiculitis brachial,10037778,Nervous system disorders
Blood creatinine,Blood creatinine,10005480,Investigations
Urinary system X-ray,Urinary system X-ray,10046558,Investigations
Von Willebrand's disease,Von Willebrand's disease,10047715,Blood and lymphatic system disorders
Gene mutation identification test positive,Gene mutation identification test positive,10063478,Investigations
Leukocytosis,Leukocytosis,10024378,Blood and lymphatic system disorders
Urine analysis normal,Urine analysis normal,10061578,Investigations
Tachypnoea,Tachypnoea,10043089,"Respiratory, thoracic and mediastinal disorders"
Blood thyroid stimulating hormone increased,Blood thyroid stimulating hormone increased,10005833,Investigations
Injection site swelling,Injection site swelling,10053425,"Injury, poisoning and procedural complications"
Tongue pruritus,Tongue pruritus,10070072,Gastrointestinal disorders
Spasmodic dysphonia,Spasmodic dysphonia,10067672,"Respiratory, thoracic and mediastinal disorders"
Sinus disorder,Sinus disorder,10062244,"Respiratory, thoracic and mediastinal disorders"
Intraocular pressure increased,Intraocular pressure increased,10022806,Investigations
Eczema asteatotic,Eczema asteatotic,10014190,Skin and subcutaneous tissue disorders
Myoglobin blood decreased,Myoglobin blood decreased,10059940,Investigations
Injection site mass,Injection site mass,10022081,"Injury, poisoning and procedural complications"
Coeliac disease,Coeliac disease,10009839,Immune system disorders
Heart valve stenosis,Heart valve stenosis,10061996,Cardiac disorders
Mean platelet volume normal,Mean platelet volume normal,10055070,Investigations
Cardiac pacemaker insertion,Cardiac pacemaker insertion,10007598,Surgical and medical procedures
Vertigo positional,Vertigo positional,10047348,Nervous system disorders
Foetal death,Foetal death,10055690,General disorders and administration site conditions
Urinary tract discomfort,Urinary tract discomfort,10076568,Renal and urinary disorders
Delusion,Delusion,10012239,Psychiatric disorders
Blood urine present,Blood urine present,10018870,Investigations
Product use in unapproved indication,Product use in unapproved indication,10076476,"Injury, poisoning and procedural complications"
Intercepted product prescribing error,Intercepted product prescribing error,10081743,"Injury, poisoning and procedural complications"
Injection site paraesthesia,Injection site paraesthesia,10022088,Nervous system disorders
Brain natriuretic peptide normal,Brain natriuretic peptide normal,10053409,Investigations
Eyelid discolouration,Eyelid discolouration,10091462,Skin and subcutaneous tissue disorders
Speech disorder,Speech disorder,10041466,Psychiatric disorders
Autonomic nervous system imbalance,Autonomic nervous system imbalance,10003840,Vascular disorders
Skin exfoliation,Skin exfoliation,10040844,Skin and subcutaneous tissue disorders
Pancytopenia,Pancytopenia,10033661,Blood and lymphatic system disorders
Spinal fracture,Spinal fracture,10041569,Musculoskeletal and connective tissue disorders
